SP1,SP2,SP3,SP4,y01,y02,y03,y04,y05,y06,y07,y08,y09,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,MV1,MV2,MV3,MV4,MV5,MV6,MV7,MV8,MV9,MV10,MV11,MV12
88.16570509,8.22713714,18.92130153,50.75973989,0.190677842,5136.753309,679.2331586,7.767764322,19.65012945,31.69277323,2790.440697,64.14621706,121.9109321,0.074797583,83.47830702,52.75661825,2755.603398,17.73786846,54.86190417,2987.66332,17.87305444,71.21109367,194.164007,274.05263,97.05503197,45.53100793,29.24891663,27.69031248,17.59259506,12.32008451,3.984425222,1.407215563,28.05164142,44.84993587,9.340014674,1.957448191,3.889063699,1.954917968,9.477602612,0.459581626,0.039375685,0.127321185,0.05990213,89.91374021,8.535665067,88.16570509,8.22713714,18.92130153,50.75973989,77.62,8.45376484,29.39845719,38.97631892,47.446,38.06955756,86.24633472,50
87.84893053,8.564258204,17.66353514,50.8347325,0.180445057,5150.682662,757.7895979,7.745935325,19.65147779,32.01290406,2789.215208,63.53876916,121.894317,0.102474869,83.39639114,52.70407261,2753.888559,17.80701687,54.72835853,2987.452961,18.02815602,71.18792759,193.0293419,275.4399169,97.11294698,45.55369407,29.50680974,27.60306996,17.97953745,12.46625136,3.951983846,1.37004485,28.21094301,44.73689764,9.099488991,2.173262486,4.346008552,1.984791265,9.319759424,0.536205496,0.040986441,0.127305801,0.060238683,90.24124436,7.810170779,87.84893053,8.564258204,17.66353514,50.8347325,74.27635471,11.00223439,29.36457916,38.95423662,47.446,37.92124054,91.67182264,50
88.0012828,8.392793438,18.50408713,50.85511267,0.189381347,5111.743158,684.203476,7.740785593,19.90472139,32.14756766,2789.176966,64.24605157,121.9006229,0.104476718,83.41878047,52.63665051,2753.662555,17.79197647,56.10630798,2987.012295,18.00941517,71.1887977,195.7398153,274.7888813,97.04329084,45.54137684,28.49267801,27.70394275,18.16315829,12.64143805,3.608528203,1.421634843,27.70420106,44.7881737,8.795445962,2.176354904,3.788447152,1.964440762,9.350884915,0.397995579,0.007543301,0.126379522,0.04774846,89.51901341,7.891536337,88.0012828,8.392793438,18.50408713,50.85511267,77.62,11.31083271,29.38049975,38.97113422,47.446,38.21164654,87.0544218,50
87.99769699,8.400649128,18.87323968,50.78494978,0.193108864,5108.15775,698.5867282,7.696159713,19.33994687,32.08780434,2787.956449,64.6579687,121.8890072,0.097706233,83.50827243,50.92391957,2752.897205,17.80242435,53.17305061,2985.521449,18.12395042,71.21523714,193.3534635,273.7206239,97.07620222,45.5153215,29.50307742,27.60818892,17.76205825,12.5847246,3.658711462,1.418525252,27.47912045,44.72148292,9.42242719,2.119102232,3.8729737,2.009647935,9.479349282,0.516145241,0.029990331,0.125464823,0.073569759,90.54196238,8.877545087,87.99769699,8.400649128,18.87323968,50.78494978,77.14119851,10.58372883,29.37775306,38.96883049,47.446,38.09374392,90.23940075,50
88.22322723,8.255403779,18.3134284,50.82435962,0.185225204,5121.77234,689.8863142,7.740385681,19.4100952,32.09081494,2787.359706,64.95398184,121.8957747,0.067757007,83.48979869,48.69921696,2751.83365,17.85792577,53.0405149,2983.722237,18.00264374,71.23320816,194.8986734,273.7153654,97.02469524,45.52907678,29.25008158,27.58088432,17.75159239,12.65725517,3.4630983,1.394411834,27.61656794,44.66094769,8.972158008,2.03915729,3.825539669,1.975101171,9.484231958,0.532342078,0.00280048,0.111750551,0.063580829,90.24404302,8.657480057,88.22322723,8.255403779,18.3134284,50.82435962,70.07791463,7.344559827,29.38426169,38.98949706,47.446,38.06872004,93.77104268,50
87.85475618,8.523588585,19.68739682,50.65206041,0.199736512,5128.284263,707.3788724,7.691441525,19.67341552,32.3184767,2784.274163,64.75834704,121.9192226,0.079044173,83.49662474,49.72030345,2749.654311,17.88975064,54.23694405,2982.025976,18.16600193,71.24651606,192.4302339,273.6140464,97.05095412,45.5027603,29.25568289,27.4706386,18.19763605,12.52561034,3.916330086,1.459575624,27.97426605,44.66201663,9.521646937,2.133609733,3.966584477,1.966642101,9.368669701,0.518622653,0.017207622,0.145346701,0.045457857,89.07821695,8.74102639,87.85475618,8.523588585,19.68739682,50.65206041,73.47765901,8.706208736,29.39114645,38.97018365,47.446,37.95988295,92.07117049,50
88.18285152,8.249697956,18.98929142,50.8008612,0.191260918,5165.594886,683.172241,7.695098375,20.15747764,31.78238864,2783.636325,65.06448183,121.8928217,0.076031158,83.63109729,50.98899849,2747.739779,17.94820334,54.57508182,2982.810947,17.87491056,71.27599319,190.5635595,276.0215659,97.02490168,45.46725809,29.32816242,27.67265983,17.72345417,12.68188516,3.919003682,1.441598915,28.14226065,44.64208893,9.524069822,2.257113673,3.638939691,1.978900965,9.484156727,0.427984463,0.037974431,0.129406432,0.074939083,89.88913738,8.391428705,88.18285152,8.249697956,18.98929142,50.8008612,75.50039371,8.546989833,29.36800753,38.97432791,47.446,38.03200935,91.05980314,50
87.91697322,8.495361108,18.90483973,50.71358532,0.190432359,5105.488855,726.3037837,7.741991263,19.43268489,32.15185139,2782.563432,66.19390829,121.8947472,0.092888994,83.58518618,52.28307355,2747.763292,17.67255605,52.80458193,2978.549558,17.9322089,71.20672462,193.1617002,273.4374035,97.06003214,45.47804773,29.46627319,27.46972029,17.58723604,12.36574421,3.750400578,1.407627831,27.79225309,44.35833544,9.322580301,2.171390478,3.548736102,1.988062881,9.460926025,0.567245063,0.026526135,0.143037585,0.07201668,90.22250419,8.433636517,87.91697322,8.495361108,18.90483973,50.71358532,74.05310388,10.32204842,29.38930732,38.96181264,47.446,37.98616235,91.78344806,50
87.91884474,8.526141513,18.38587249,50.93955703,0.187464199,5105.822021,702.4457849,7.7602893,20.29245102,32.17420139,2783.373626,64.53822696,121.9158284,0.096924145,83.54174624,50.6153023,2746.870063,17.63246197,53.69309211,2982.316825,17.7644492,71.22048179,193.2003352,276.3554084,97.07134689,45.52033932,29.24466029,27.34941558,18.064519,12.46609196,3.889524248,1.420369331,27.58480943,44.26769618,9.565891606,2.058461302,4.037128284,1.95243142,9.352378149,0.522656002,0.012355925,0.139162721,0.077077444,89.90269671,8.198305262,87.91884474,8.526141513,18.38587249,50.93955703,75.88621061,10.56797612,29.41736666,38.95196673,47.446,38.16805258,90.86689469,50
88.16003415,8.195967271,18.69524263,50.92916174,0.18909426,5154.254546,686.0959525,7.715047261,19.09934768,32.12970712,2785.195475,64.69502068,121.8703869,0.067676346,83.52752395,51.93349975,2749.948276,17.67139224,52.64085174,2984.550503,18.02146792,71.25026619,192.8768634,275.2174501,96.99802908,45.52341661,29.32757116,27.54839107,18.00026189,12.61880573,3.958904941,1.399925137,27.68248977,44.52716182,9.614887804,2.312624071,3.588178275,1.970443699,9.500957631,0.566926528,0.014832779,0.130187806,0.068184641,91.00944326,8.718349504,88.16003415,8.195967271,18.69524263,50.92916174,77.62,7.303643659,29.40705259,38.98535621,47.446,37.90040118,89.13176949,50
88.06859235,8.358086206,18.34400183,50.84213694,0.185801917,5126.562526,684.5097249,7.760075517,19.64604394,32.2416412,2785.84008,65.70976551,121.9121296,0.094072006,83.44704298,52.61363906,2751.149186,17.65130905,53.1229428,2983.577028,18.13561527,71.20921628,192.2662533,274.9756302,97.03760381,45.54926793,29.92588855,27.33824415,17.74041824,12.67426289,4.166447813,1.472833873,27.99359155,44.83011366,9.005365674,2.066490755,3.79208172,2.018507108,9.492100637,0.443288987,0.026438053,0.138222554,0.065823801,90.42888506,7.839019653,88.06859235,8.358086206,18.34400183,50.84213694,76.46279347,9.929332979,29.39448703,39.00035176,47.446,38.10290865,90.57860327,50
87.96023299,8.431409297,18.67522427,50.862832,0.191110505,5113.638877,671.4747375,7.722059692,19.48713683,32.09919409,2784.432964,66.06934838,121.8933701,0.073395588,83.4743662,53.26617681,2748.713119,17.48492981,53.87990427,2983.561193,17.99529337,71.24123971,194.312936,276.098323,97.02844796,45.52173302,29.53064624,27.41718033,17.73105184,12.46905204,3.897524965,1.376562178,27.43927718,44.50126474,9.189540235,2.135101184,3.95797855,1.97421082,9.479654415,0.47218619,0.023131881,0.124230422,0.054751137,90.38314703,9.311613252,87.96023299,8.431409297,18.67522427,50.862832,76.19532681,8.260093968,29.37355186,38.92198609,47.446,38.2816846,90.7123366,50
88.04717085,8.340084122,17.92516461,50.81849643,0.181999716,5080.945542,687.9950606,7.648514278,19.50726601,32.28015771,2784.197694,65.62089183,121.8890929,0.08935491,83.51441873,54.59100293,2747.634967,17.62418896,53.60960735,2983.495669,18.0463757,71.2395294,194.2219162,277.0272538,97.0841076,45.50836916,29.39796787,27.58285919,18.08773354,12.59249411,4.13384278,1.40976819,27.65545463,44.48617599,9.465497494,2.042982762,4.023187162,1.975395315,9.507022433,0.607106992,0.014784795,0.141382079,0.073771714,89.94637603,8.334748881,88.04717085,8.340084122,17.92516461,50.81849643,77.62,9.441467076,29.37567658,38.96020202,47.446,37.99426847,89.15601846,50
88.17357025,8.238624191,17.83633191,50.68967204,0.179762117,5123.367916,655.6102829,7.793662364,19.66766426,31.87405199,2786.431959,65.49571233,121.8861857,0.096732218,83.54198992,54.17563817,2751.111254,17.76881219,54.40915733,2983.243332,18.19207722,71.22371073,194.6274523,274.5771867,97.03897879,45.48384344,29.20062538,27.48026345,18.30499163,12.57083166,3.876204541,1.406492798,28.00612404,44.40876422,9.225599237,2.076943648,3.654465731,1.954943582,9.481740507,0.446384977,0.004596322,0.124484012,0.061791458,89.79517128,8.701092098,88.17357025,8.238624191,17.83633191,50.68967204,77.62,10.90649067,29.37814847,38.93694416,47.446,37.99404261,88.52352228,50
87.88038992,8.558479038,18.37838429,50.83681745,0.187142038,5125.814144,697.5342777,7.795738356,19.69051414,32.43891304,2787.394019,65.18485132,121.9197668,0.103651303,83.45931638,55.11997419,2751.901514,17.76111432,55.57095802,2985.496951,17.82407294,71.21915788,191.7510084,275.0411014,97.0366918,45.53599406,29.2921245,27.46610676,17.90573248,12.71566121,3.569235514,1.406986905,28.36389075,44.43513311,9.214302796,2.156484843,3.566250209,1.957239003,9.379168942,0.53687674,0.024738929,0.137521088,0.057241794,90.08148552,7.820843696,87.88038992,8.558479038,18.37838429,50.83681745,77.62,11.48838476,29.37891777,38.94407873,47.446,38.09645917,89.65439498,50
88.0192193,8.44668226,19.92717767,50.55770945,0.20229659,5130.756702,710.3925392,7.701897845,19.59151719,32.23045842,2784.200914,65.2641281,121.8891404,0.082509388,83.42114579,55.29761106,2748.36812,17.81323665,55.48092552,2982.893354,18.07734178,71.25613169,193.3557618,276.2031938,97.04783044,45.55875319,29.67896762,27.50849189,17.9152591,12.33851683,3.913787242,1.385860211,28.20505002,44.38306612,9.927301504,2.177647252,3.910127427,1.998174445,9.486869271,0.523012632,0.018735613,0.128465672,0.058679695,89.65655645,7.265455264,88.0192193,8.44668226,19.92717767,50.55770945,77.62,9.104163925,29.34970368,38.95281424,47.446,38.08679115,88.83597464,50
88.14026873,8.27789762,18.72663957,50.76942121,0.190362041,5107.803866,737.3479143,7.790998801,19.67467394,32.29285698,2783.676459,64.39151924,121.9188853,0.082017243,83.45193563,54.71890004,2747.906857,17.82161309,55.78154231,2982.146164,17.90790866,71.24694082,192.7663347,275.2429204,97.02886591,45.55040986,29.05969238,27.40428529,17.49805236,12.6176786,3.988434845,1.394047465,27.63255214,44.58985381,9.509408941,1.909063207,4.147405535,1.992244809,9.510435019,0.452722199,0.040049998,0.132162891,0.065187776,89.72132319,8.295120189,88.14026873,8.27789762,18.72663957,50.76942121,73.47207273,8.900644216,29.41795027,38.96340948,47.446,38.21567864,92.07396363,50
88.14892668,8.264046165,18.66283991,50.93697521,0.190434818,5124.387474,710.9410395,7.772196568,19.70759852,32.11079475,2783.063529,64.11219534,121.8797643,0.094516205,83.52428221,54.65061231,2747.401713,17.69924627,55.66765376,2982.119697,18.14243937,71.24321794,191.977004,276.8161227,97.0717258,45.51828876,29.14474927,27.42561953,17.95692388,12.49676945,3.656079997,1.367320425,28.04449953,44.78721515,9.710847623,2.211351744,3.857445684,1.954846487,9.40890724,0.411892066,0.013099502,0.121744862,0.058469737,90.66818917,8.490729609,88.14892668,8.264046165,18.66283991,50.93697521,77.62,10.15932887,29.38264914,38.9840348,47.446,37.90804825,88.74473084,50
88.24948322,8.159662219,19.4165235,50.7682091,0.197218308,5119.623732,672.6075963,7.716339585,19.23456967,32.32841393,2782.129958,64.65883652,121.880193,0.07882762,83.61137207,55.29109532,2746.55647,17.78160309,54.61144606,2980.227169,17.95143144,71.26118802,192.2640713,274.8682112,97.03504188,45.49530644,29.14978505,27.59899779,18.36878614,12.56293152,3.470794003,1.42947713,28.04585492,44.66418061,9.504514768,2.118427637,3.942088723,1.994556765,9.411501071,0.455655697,0.014704872,0.138317033,0.040504115,90.30876849,8.023182371,88.24948322,8.159662219,19.4165235,50.7682091,75.92472062,8.435099447,29.37188345,38.95047423,47.446,38.05497465,90.84763969,50
88.0615755,8.323812387,18.50472759,50.92262736,0.188654568,5130.699597,680.5917318,7.752345468,20.28962232,32.21755928,2783.077147,64.71117731,121.886134,0.114066735,83.56608181,55.47388123,2746.27181,17.86771832,55.69139819,2983.292257,18.18914137,71.25145008,192.4217003,277.4914239,97.05417488,45.50548726,29.64916426,27.56317122,17.88008983,12.530679,4.114281338,1.392313142,28.1588458,44.76515651,9.34412448,1.970533803,3.915362791,2.004479941,9.585230498,0.545405452,0.030759039,0.133364622,0.0533401,90.31144743,8.345536299,88.0615755,8.323812387,18.50472759,50.92262736,74.79035899,12.4146432,29.39614031,38.96700175,47.446,37.92895488,91.4148205,50
88.23119874,8.199440053,18.26505669,50.88736661,0.183763194,5127.841395,678.4493855,7.756008209,19.39205604,32.12666838,2780.255919,64.37603443,121.8937958,0.08997102,83.48597914,53.75658417,2743.704197,17.75450716,55.00540048,2979.654876,17.96370055,71.23821297,193.6040343,278.2153943,96.99713255,45.52931569,29.62212687,27.65718138,18.23368329,12.80405976,4.027301245,1.391935388,27.82493017,44.81886188,9.393458366,2.43103205,3.679211637,1.95199354,9.470512692,0.371971047,0.016604673,0.132804318,0.055980942,89.0884398,8.677050655,88.23119874,8.199440053,18.26505669,50.88736661,77.62,9.972497151,29.40537943,38.97954241,47.446,38.03335548,88.14698306,50
87.94267525,8.463900985,18.25563845,50.85304543,0.185299648,5110.083508,730.5100334,7.734456394,19.77546964,32.41068921,2779.356543,64.2977319,121.9127952,0.078460949,83.53132488,55.00936529,2743.82228,17.77040446,54.22640246,2977.126408,18.01396386,71.25226959,192.5220744,274.6377999,97.07149166,45.51845399,29.49549087,27.42096919,17.63998516,12.62866572,3.760460894,1.418620957,27.56289633,44.26443883,10.00810776,2.312210292,3.990259107,1.97422111,9.545685029,0.679086139,0.019248734,0.132213213,0.070692,89.65486151,7.996766581,87.94267525,8.463900985,18.25563845,50.85304543,77.62,8.667894837,29.37480315,38.95108674,47.446,38.19171772,88.34133738,50
88.0626751,8.286930598,19.29941571,50.69193715,0.196507847,5109.786532,693.0764603,7.745432574,19.62002427,31.76080732,2776.970251,64.3883814,121.9067583,0.104498561,83.60253448,54.76268546,2741.940312,17.73410576,52.76329274,2975.625991,17.91080851,71.30488376,193.3943953,276.3487479,97.04125416,45.51501307,28.83144108,27.83514182,17.92454571,12.44671181,3.841028988,1.418613502,28.26818917,44.62333564,8.751204305,2.358319626,4.546798705,1.973930091,9.511891129,0.454677464,0.013651913,0.120505392,0.059739009,90.40610205,8.679567142,88.0626751,8.286930598,19.29941571,50.69193715,77.62,11.31365441,29.37008849,38.96899148,47.446,38.13579018,89.60867907,50
88.26982916,8.080572299,19.24774301,50.8107125,0.195604739,5121.963391,664.1107137,7.713502672,19.49679286,31.89525186,2775.645928,64.91589791,121.8829515,0.092764506,83.66976736,55.41380585,2740.012802,18.08330623,54.68337132,2974.019926,17.92114179,71.31138416,193.4191934,275.7752371,97.0035188,45.48238872,29.46567861,27.44973098,18.09809004,12.5574881,3.558709931,1.399036165,27.61874544,44.42216903,8.605733129,2.312904809,3.822836286,2.008979135,9.548605019,0.509933368,0.015180093,0.1331639,0.047130896,90.34004124,7.961281337,88.26982916,8.080572299,19.24774301,50.8107125,77.62,9.840762649,29.42040702,38.98956319,47.446,37.97959476,88.46016344,50
87.97751231,8.463164815,18.82129504,50.94819413,0.191425462,5108.491705,714.8596593,7.765896106,19.00877863,31.98744081,2775.176332,65.25163253,121.892073,0.095758082,83.69971333,54.69096605,2740.102784,17.54996745,56.94529972,2975.65626,18.07501572,71.26478479,191.7583865,276.8176472,97.07726715,45.47615258,29.56177221,27.48017234,18.0662583,12.61551037,3.953955161,1.438447003,27.83838,44.41114164,9.730418258,2.219517239,3.923179005,1.952650623,9.510744854,0.543104892,0.008760683,0.138114586,0.048293988,89.92339456,8.609816069,87.97751231,8.463164815,18.82129504,50.94819413,74.6384768,10.8204844,29.41915624,38.96963682,47.446,37.9737202,91.4907616,50
88.310786,8.071098438,19.72149414,50.7307161,0.202450004,5104.485633,693.9552051,7.686200691,19.93893453,31.67425655,2773.385557,65.29996618,121.8943576,0.078246594,83.67512285,56.50200777,2737.64106,17.46921073,51.07068981,2971.365674,18.11137793,71.37046086,191.1118459,275.9238488,96.99545779,45.49897355,28.84497058,27.27504677,18.23290439,12.74363146,3.875030316,1.400964574,28.39345912,44.50422189,9.394687661,2.06162567,4.284963981,1.939918823,9.64107241,0.563288613,0.030654611,0.126820263,0.068983352,90.50700914,8.144178025,88.310786,8.071098438,19.72149414,50.7307161,77.62,8.814663917,29.40473276,38.96476346,47.446,37.97213584,89.05479817,50
88.1923237,8.174448056,17.80244193,50.89009302,0.179729122,5150.42117,684.4017729,7.717629836,19.77689836,32.4182958,2773.185855,64.64084552,121.9013981,0.081388114,83.77711458,52.65328404,2738.708266,17.65204722,51.20425694,2969.802123,18.10726289,71.32177983,192.5450858,273.5833129,97.05707106,45.4477401,28.97330663,27.33945177,18.39571693,12.4773378,4.184399965,1.400041453,27.77291281,44.34233595,9.528053756,2.259215078,3.95905898,1.985773143,9.645187292,0.459859743,0.019657692,0.121762642,0.062414902,89.27871657,8.221091731,88.1923237,8.174448056,17.80244193,50.89009302,77.62,9.045322344,29.40173803,38.98846753,47.446,38.16662521,87.15304286,50
88.0199246,8.349788512,18.20802717,50.88068163,0.186816747,5113.20413,707.0348108,7.76307051,19.82083011,31.88932667,2772.596888,64.85042931,121.8609453,0.090160382,83.75351018,53.20964241,2736.638547,17.72973346,52.67992805,2971.828316,18.10272405,71.31891302,190.95936,277.3888211,97.07875105,45.47548022,29.0104458,27.46435125,18.27019285,12.43649349,3.722560463,1.471786957,28.17072578,44.40748602,9.561511352,2.234746488,3.627588838,1.980143076,9.56288372,0.508744258,0.021994788,0.141535114,0.06513826,89.35314736,7.818901907,88.0199246,8.349788512,18.20802717,50.88068163,75.2721397,10.17361817,29.40538383,38.92405408,47.446,37.90546596,91.17393015,50
88.02630408,8.340011131,18.75410328,50.77858974,0.190735407,5137.267075,685.5393461,7.702673869,19.82233984,32.30912012,2770.805483,64.44758377,121.8929963,0.090712132,83.70729471,53.32329387,2734.091313,17.73922702,51.78780358,2970.007147,17.98776684,71.34530284,192.2114179,276.6688946,97.06988694,45.48913355,29.37544067,27.50374322,17.88737627,12.54260697,3.818818325,1.412290701,27.7587152,44.50417158,9.268014804,2.191112562,4.153694517,2.054397781,9.528764565,0.598410771,0.017970589,0.132704409,0.064322438,90.60704666,7.650503227,88.02630408,8.340011131,18.75410328,50.77858974,76.7382389,10.14149373,29.37292869,38.94713573,47.446,38.09661028,90.44088055,50
